Z80 Instruction Set Overview																																																		
Regs: A, (B,C), (D,E), (H,L), PC, SP, IX, IY, F { C, N, P/V, H, Z, S }, I=Interrupt vectors, R=Memory refresh																																																		
AM: I=Immediate, IE=Immediate Extended, MPZA=Modified Page Zero, L=Relative Jump, E=Extended, EJ=Extended Jump, EP=Extended Port, X=Indexed, R=Register, M=Implied, RI=Register Indirect, B=Bit																																																		
																					M1					M2					M3					M4					M5					M6				
OP Code	ASM	OP1	OP2	AM1	AM2	Offset	Bit pattern for offset									M Cycles	T States	Flags affect	Operation	Notes	T1	T2	T3	T4	T5	T1	T2	T3	T4	T5	T1	T2	T3	T4	T5	T1	T2	T3	T4	T5	T1	T2	T3	T4	T5	T1	T2	T3	T4	T5
						1	0	1	r	r	r	1	1	0																																				
						2	d	d	d	d	d	d	d	d																																				
																																																		
LD	LD r,(IY+d)	{r}	(IY+{d})	R	X	0	1	1	1	1	1	1	0	1	FD	5	19 (4,4,3,5,3)		r ← (IY+d)		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	TMP.OE.DBUS, DISP.L.Y	DISP.OE, ABUF.L	DBUF.L.IN	DBUF.L.IN, {r}.L											
						1	0	1	r	r	r	1	1	0																																				
						2	d	d	d	d	d	d	d	d																																				
																																																		
LD	LD (HL),r	(HL)	{r}	RI	R	0	0	1	1	1	0	r	r	r		2	7 (4,3)		(HL) ← r		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	HL.OE, ABUF.L	{r}.OE, DBUF.L.OUT	{r}.OE																						
																																																		
LD	LD (IX+d),r	(IX+{d})	{r}	X	R	0	1	1	0	1	1	1	0	1	DD	5	19 (4,4,3,5,3)		(IX+d) ← r		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	TMP.OE.DBUS, DISP.L.X, DISP.L.DBUS	DISP.OE, ABUF.L, {r}.OE	{r}.OE, DBUF.L.OUT	{r}.OE											
						1	0	1	1	1	0	r	r	r						The 110 is a reverse reg index?																														
						2	d	d	d	d	d	d	d	d																																				
																																																		
LD	LD (IY+d),r	(IY+{d})	{r}	X	R	0	1	1	1	1	1	1	0	1	FD	5	19 (4,4,3,5,3)		(IY+d) ← r		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	TMP.OE.DBUS, DISP.L.Y, DISP.L.DBUS	DISP.OE, ABUF.L, {r}.OE	{r}.OE, DBUF.L.OUT	{r}.OE											
						1	0	1	1	1	0	r	r	r																																				
						2	d	d	d	d	d	d	d	d																																				
																																																		
LD	LD (HL),n	(HL)	{n}	RI	I	0	0	0	1	1	0	1	1	0	36	3	10 (4,3,3)		(HL) ← n	(HL) == 110 register!	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	TMP.OE.DBUS, HL.OE, ABUF.L	TMP.OE.DBUS, DBUF.L.OUT	TMP.OE.DBUS	-																
							n	n	n	n	n	n	n	n																																				
																																																		
LD	LD (IX+d),n	(IX+{d})	{n}	X	I	0	1	1	0	1	1	1	0	1	DD	5	19 (4,4,3,5,3)		(IX+d) ← n		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, DISP.L.DBUS, DISP.L.X	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	TMP.OE.DBUS, DISP.OE, ABUF.L	TMP.OE.DBUS, DBUF.L.OUT	TMP.OE.DBUS	-	-					
						1	0	0	1	1	0	1	1	0	36																																			
						2	d	d	d	d	d	d	d	d																																				
						3	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD (IY+d),n	(IY+{d})	{n}	X	I	0	1	1	1	1	1	1	0	1	FD	5	19 (4,4,3,5,3)		(IY+d) ← n		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, DISP.L.DBUS, DISP.L.Y	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	TMP.OE.DBUS, DISP.OE, ABUF.L	TMP.OE.DBUS, DBUF.L.OUT	TMP.OE.DBUS	-	-					
						1	0	0	1	1	0	1	1	0	36																																			
						2	d	d	d	d	d	d	d	d																																				
						3	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD A,(BC)	A	(BC)	R	RI	0	0	0	0	0	1	0	1	0	0A	2	7 (4,3)		A ← (BC)	(BC) or (DE) ?	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	BC.OE, ABUF.L	DBUF.L.IN	DBUF.L.IN, A.L	-	-																				
																																																		
LD	LD A,(DE)	A	(DE)	R	RI	0	0	0	0	1	1	0	1	0	1A	2	7 (4,3)		A ← (DE)	Register source or dest?	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	DE.OE, ABUF.L	DBUF.L.IN	DBUF.L.IN, A.L	-	-																				
																																																		
LD	LD A,(nn)	A	({nn})	R	E	0	0	0	1	1	1	0	1	0	3A	4	13 (4,3,3,3)		A ← (nn)		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, ABUS.H.L.DBUS	-	-	TMP.OE.DBUS, ABUS.L.L.DBUS	ABUF.L	DBUF.L.IN	DBUF.L.IN, A.L	-										
						1	n	n	n	n	n	n	n	n																																				
						2	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD (BC),A	(BC)	A	RI	R	0	0	0	0	0	0	0	1	0	02	2	7 (4,3)		(BC) ← A		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	BC.OE, ABUF.L	A.OE.DBUS, DBUF.L.OUT	A.OE.DBUS	-	-																				
																																																		
LD	LD (DE),A	(DE)	A	RI	R	0	0	0	0	1	0	0	1	0	12	2	7 (4,3)		(DE) ← A		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	DE.OE, ABUF.L	A.OE.DBUS, DBUF.L.OUT	A.OE.DBUS	-	-																				
																																																		
LD	LD (nn),A	({nn})	A	E	R	0	0	0	1	1	0	0	1	0	32	4	13 (4,3,3,3)		(nn) ← A		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, ABUS.H.L.DBUS	-	-	TMP.OE.DBUS, ABUS.L.L.DBUS	ABUF.L	A.OE.DBUS, DBUF.L.OUT	A.OE.DBUS	-										
						1	n	n	n	n	n	n	n	n																																				
						2	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD A,I	A	I	R	R	0	1	1	1	0	1	1	0	1	ED	2	9 (4,5)	S,Z,H,P/V,N	A ← Interrupt vector reg		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	I.OE, A.L																				
						1	0	1	0	1	0	1	1	1	57					I or R reg?																														
																																																		
LD	LD A,R	A	R	R	R	0	1	1	1	0	1	1	0	1	ED	2	9 (4,5)	S,Z,H,P/V,N	A ← Memory refresh reg		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	R.OE, A.L																				
						1	0	1	0	1	1	1	1	1	5F																																			
																																																		
LD	LD I,A	I	A	R	R	0	1	1	1	0	1	1	0	1	ED	2	9 (4,5)		Interrupt vector reg ← A		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	A.OE.DBUS, I.L																				
						1	0	1	0	0	0	1	1	1	47																																			
																																																		
LD	LD R,A	R	A	R	R	0	1	1	1	0	1	1	0	1	ED	2	9 (4,5)		Memory refresh reg ← A		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	A.OE.DBUS, R.L																				
						1	0	1	0	0	1	1	1	1	4F																																			
																																																		
LD	LD RR,nn	{RR}	{nn}	R	IE	0	0	0	R	R	0	0	0	1		2	10 (4,3,3)		Register pair ← nn		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, {RR}.L.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, {RR}.H.L	-	-				-	-										
						1	n	n	n	n	n	n	n	n																																				
						2	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD IX,nn	IX	{nn}	R	IE	0	1	1	0	1	1	1	0	1	DD	4	14 (4,4,3,3)		IX ← nn		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, IX.L.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, IX.H.L	-	-										
						1	0	0	1	0	0	0	0	1	21																																			
						2	n	n	n	n	n	n	n	n																																				
						3	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD IY,nn	IY	{nn}	R	IE	0	1	1	1	1	1	1	0	1	FD	4	14 (4,4,3,3)		IY ← nn		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, IY.L.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, IY.H.L	-	-										
						1	0	0	1	0	0	0	0	1	21																																			
						2	n	n	n	n	n	n	n	n																																				
						3	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD HL,(nn)	HL	({nn})	R	E	0	0	0	1	0	1	0	1	0	2A	5	16 (4,3,3,3,3)		H ← (nn+1), L ← (nn) 	Register source or dest?	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, ABUS.H.L.DBUS	-	-	TMP.OE.DBUS, ABUS.L.L.DBUS	ABUF.L	DBUF.L.IN	DBUF.L.IN, L.L	-	INC2.P, INC2.L	INC2.P, INC2.OE, ABUF.L 	DBUF.L.IN	DBUF.L.IN, H.L						
						1	n	n	n	n	n	n	n	n																																				
						2	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD RR,(nn)	{RR}	({nn})	R	E	0	1	1	1	0	1	1	0	1	ED	6	20 (4,4,3,3,3,3)		RRh ← (nn+1), RRl ← (nn) 		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, ABUS.H.L.DBUS	-	-	TMP.OE.DBUS, ABUS.L.L.DBUS	ABUF.L	DBUF.L.IN	DBUF.L.IN, {RR}.L.L	-	INC2.P, INC2.L	INC2.P, INC2.OE, ABUF.L 	DBUF.L.IN	DBUF.L.IN, {RR}.H.L	-
						1	0	1	R	R	1	0	1	1																																				
						2	n	n	n	n	n	n	n	n																																				
						3	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD IX,(nn)	IX	({nn})	R	E	0	1	1	0	1	1	1	0	1	DD	6	20 (4,4,3,3,3,3)		IXh ← (nn+1), IXl ← (nn) 	This bit seems to indicate X/Y	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, ABUS.H.L.DBUS	-	-	TMP.OE.DBUS, ABUS.L.L.DBUS	ABUF.L	DBUF.L.IN	DBUF.L.IN, IX.L.L	-	INC2.P, INC2.L	INC2.P, INC2.OE, ABUF.L 	DBUF.L.IN	DBUF.L.IN, IX.H.L	-
						1	0	0	1	0	1	0	1	0	2A																																			
						2	n	n	n	n	n	n	n	n																																				
						3	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD IY,(nn)	IY	({nn})	R	E	0	1	1	1	1	1	1	0	1	FD	6	20 (4,4,3,3,3,3)		IYh ← (nn+1), IYl ← (nn) 		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, ABUS.H.L.DBUS	-	-	TMP.OE.DBUS, ABUS.L.L.DBUS	ABUF.L	DBUF.L.IN	DBUF.L.IN, IY.L.L	-	INC2.P, INC2.L	INC2.P, INC2.OE, ABUF.L 	DBUF.L.IN	DBUF.L.IN, IY.H.L	-
						1	0	0	1	0	1	0	1	0	2A																																			
						2	n	n	n	n	n	n	n	n																																				
						3	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD (nn), HL	({nn})	 HL	E	R	0	0	0	1	0	0	0	1	0	22	5	16 (4,3,3,3,3)		(nn+1) ← H, (nn) ← L		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, ABUS.H.L.DBUS	-	-	TMP.OE.DBUS, ABUS.L.L.DBUS	ABUF.L	L.OE, DBUF.L.OUT	-	-	INC2.P, INC2.L	INC2.P, INC2.OE, ABUF.L 	H.OE, DBUF.L.OUT	-	-					
						1	n	n	n	n	n	n	n	n																																				
						2	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD (nn), RR	({nn})	 {RR}	E	R	0	1	1	1	0	1	1	0	1	ED	6	20 (4,4,3,3,3,3)		(nn+1) ← RRh, (nn) ←RRl 		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, ABUS.H.L.DBUS	-	-	TMP.OE.DBUS, ABUS.L.L.DBUS	ABUF.L	{RR}.L.OE, DBUF.L.OUT	-	-	INC2.P, INC2.L	INC2.P, INC2.OE, ABUF.L 	{RR}.H.OE, DBUF.L.OUT	-	-
						1	0	1	R	R	0	0	1	1																																				
						2	n	n	n	n	n	n	n	n																																				
						3	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD (nn), IX	({nn})	 IX	E	R	0	1	1	0	1	1	1	0	1	DD	6	20 (4,4,3,3,3,3)		(nn+1) ← IXh, (nn) ←IXl 	This bit seems to indicate X/Y	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, ABUS.H.L.DBUS	-	-	TMP.OE.DBUS, ABUS.L.L.DBUS	ABUF.L	IX.L.OE, DBUF.L.OUT	-	-	INC2.P, INC2.L	INC2.P, INC2.OE, ABUF.L 	IX.H.OE, DBUF.L.OUT	-	-
						1	0	0	1	0	0	0	1	0	22																																			
						2	n	n	n	n	n	n	n	n																																				
						3	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD (nn), IY	({nn})	 IY	E	R	0	1	1	1	1	1	1	0	1	FD	6	20 (4,4,3,3,3,3)		(nn+1) ← IYh, (nn) ←IYl 		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, TMP.L	-	-	PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, ABUS.H.L.DBUS	-	-	TMP.OE.DBUS, ABUS.L.L.DBUS	ABUF.L	IY.L.OE, DBUF.L.OUT	-	-	INC2.P, INC2.L	INC2.P, INC2.OE, ABUF.L 	IY.H.OE, DBUF.L.OUT	-	-
						1	0	0	1	0	0	0	1	0	22																																			
						2	n	n	n	n	n	n	n	n																																				
						3	n	n	n	n	n	n	n	n																																				
																																																		
LD	LD SP,HL	SP	HL	R	R	0	1	1	1	1	1	0	0	1	F9	1	6		SP ← HL		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	HL.H.OE, SP.H.L	HL.L.OE, SP.L.L																								
																																																		
LD	LD SP,IX	SP	IX	R	R	0	1	1	0	1	1	1	0	1	DD	2	10 (4,6)		SP ← IX		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	IX.H.OE, SP.H.L	IX.L.OE, SP.L.L																								
							1	1	1	1	1	0	0	1	F9																																			
																																																		
LD	LD SP,IY	SP	IY	R	R	0	1	1	1	1	1	1	0	1	FD	2	10 (4,6)		SP ← IY		PC.OE, ABUF.L, INC2.P, INC2.L	INC2.P, INC2.OE, PC.L.INC2, DBUF.L.IN	DBUF.L.IN, INSTR.L	X	IY.H.OE, SP.H.L	IY.L.OE, SP.L.L																								
							1	1	1	1	1	0	0	1	F9																																			
																																																		
